"SupplierNumber","CorporateGroupID","Name1","Name2","POBox","Street","PostalCode","City","CountryCoded","TelephoneNumber","FaxNumber","VATRegistrationNumber","TaxNumber1","TaxNumber2"
20285708,4200,"JARDIN DEL PILAR SA","SN ARG",,"SANTA FE 1971",1123,"CABA","AR",57890783,,,30584705457,
20285715,4200,"PAULAMAR SOCIEDAD ANONIMA","SN ARG",,"AV. OLLEROS 3540 2C",1429,"CABA","AR",,,,30587724436,30587724436
20285716,4200,"OLIVIERI ELBIO HERNAN","SN ARG",,"ESTRADA 532",2804,"CAMPANA","AR",3489482574,,,20211644150,"EXENTO"
20285717,4200,"ARMATH SRL","SN ARG",,"VIEYTES 1052, CABA",1275,"BARRACAS","AR",1135923679,,,30712037055,"EXENTO"
20285722,4200,"REFRIGERACION DEL VISO","SN ARG",,"AV EDUARDO MADERO 546",1669,"DEL VISO","AR",27943265,,,24265891019,841250788
20285725,4200,"PREVENCION Y RESPUESTA SRL","SN ARG",,"RAMÓN FALCÓN 1632 1B",1406,"BUENOS AIRES","AR",53539470,,,30711813647,"EXENTO"
20285728,4200,"NOEL LEONARDO OSCAR","SN ARG",,"AV SAN JUAN, 2998",1232,"CABA","AR",65636929,,,20226449621,9010783450
20285731,4200,"TASSI IGNACIO","SN ARG",,"SARMIENTO 675",1625,"BELEN DE ESCOBAR","AR",4421534,,,20280123227,"EXENTO"
20194744,4200,"J & B SOLUTIONS SA","SN ARG",,"TRES ARROYOS 3852",1407,"CAPITAL FEDERAL","AR","4 658 5656","4 740 1718",,30708374756,
20195028,4200,"FAMIQ S.A.","SN ARG",,"AV. SAN MARTIN 4723",1417,"CAPITAL FEDERAL","AR",,,,30538068841,9019889627
20194922,4200,"TELMEX ARGENTINA SA","SN ARG",,"AZOPARDO 1388",1107,"CAPITAL FEDERAL","AR",40003880,,,33695098419,9010321980
20195418,4200,"SEND S A","SN ARG",,"BALCARCE 337",5501,"GODOY CRUZ","AR",,,,30707517103,467996
20195825,4200,"INTECH GROUP S.R.L.","SN ARG",,"GALICIA 2946 P:5",1416,"CAPITAL FEDERAL","AR",,,,30710553722,30710553722
20195795,4200,"KPMG","SN ARG",,"BOUCHARD AV. 710 P 01",1106,"CAPITAL FEDERAL","AR",,,,30614587144,9019361872
20195567,4200,"ENDRESS + HAUSER ARGENTINA S A","SN ARG",,"AV. RUIZ HUIDOBRO 4771",1430,"CAPITAL FEDERAL","AR",,,,30691700107,9011976123
20195550,4200,"SEW EURODRIVE ARG. S.A.","SN ARG",,"RºPANAMERICANA KM 37,5 LOTE 35",1619,"GARIN","AR",,,,30676631077,9011623305
20195027,4200,"SGS ARGENTINA S.A.","SN ARG",,"TRONADOR 4890",1430,"CAPITAL FEDERAL","AR",,,,30547110427,9019192141
20195558,4200,"ZURICH ASEGURADORA ARGENTINA S.A.","SN_ARG",,"AV DEL LIBERTADOR 6350",1428,"CAPITAL FEDERAL","AR",,,,30500036393,9019136368
20195364,4200,"HDI. SEGUROS. S.A.","SN ARG",,"PERON 650 P.5°",1038,"CAPITAL FEDERAL","AR",,,,30500017011,9019176977
20195545,4200,"SULLAIR ARGENTINA S.A.","SN ARG",,"GONCALVEZ DIAS 1145",1276,"CAPITAL FEDERAL","AR",,,,30576721710,
20195864,4200,"HOLISTIC RELOCATION SRL","SN ARG",,"COSPODES 3249 PB 11",1426,"CAPITAL FEDERAL","AR",,,,30709886173,"901447196Ñ8"
20195756,4200,"INTECH COMPUTACION S.R.L.","SN ARG",,"GALICIA 2946 P 5",1416,"CAPITAL FEDERAL","AR",,,,33620035799,9019366145
20195033,4200,"FLC SA","SN ARG",,"DIAZ VELEZ 3780",1636,"BUENOS AIRES","AR",0,,,30676573379,8732205
20194975,4200,"GUSTAVO GRINBERG","SN ARG",,"ORTIZ DE OCAMPO 2655, PISO 3 DPTO 1",1425,"CAPITAL FEDERAL","AR",,,,20234311647,20234311647
20194707,4200,"CHUBB SEGUROS ARGENTINA S.A.","SN ARG",,"AV. LEANDRO ALEM 855 P 19",1008,"CAPITAL FEDERAL","AR",,,,30500016260,9019178999
20194667,4200,"CASA EL TUCUMANO S.A.","SN ARG",,"TALCAHUANO 241 PB",1013,"CAPITAL FEDERAL","AR",,,,30540920822,9011728099
20195220,4200,"TELEFONICA MOVILES ARGENTINA SOCIED","SN ARG",,"CORRIENTES 707",1043,"CAPITAL FEDERAL","AR",1151421550,,,30678814357,9011784254
20195546,4200,"ASOC. ARG. CODIF. PROD.COMERC","SN ARG",,"VIAMONTE 342 P 1",1053,"CAPITAL FEDERAL","AR",,,,30656017631,11862978
20194495,4200,"INSTITUTO NACIONAL DE TECNOLOGIA IN","SN ARG",,"ALEM LEANDRO N AV 1067 PISO 07",6032,"CAPITAL FEDERAL","AR",1147246200,,,34546687068,
10000005,4200,"DANONE SA SPAIN","HO GOLDEN",,"CALLE BUENOS AIRES 21",8029,"BARCELONA","ES",,,"ESA17000852","A17000852",
20194709,4200,"TATE & LYLE ARGENTINA S.A.",,,"CALLAO 966 P 8° ""B""",1023,"CAPITAL FEDERAL","AR",,0,,30707256598,9010444911
20194697,4200,"ESTAB. GRAFICO IMPRESORES S.A.",,,"TUYUTI 6616",1408,"CAPITAL FEDERAL","AR",,,,30500439617,9021416951
20195370,4200,"INTERNATIONAL FLAVORS & FRAGRANCES",,,"EINSTEIN S/NRO",1619,"GARIN","AR",2121,0,,30529952089,
20195720,4200,"INGREDION ARGENTINA SOCIEDAD ANONIM",,,"CAZADORES DE COQUIMBO 2860",1035,"CAPITAL FEDERAL","AR","5544 8505","5544 8500",,30629416249,9019426573
20195717,4200,"INMOBAL NUTRER S A",,,"DR. ROBERTO UNCAL 673",3260,"C.DEL URUGUAY","AR",3442441001,0,,30580528933,9019621297
20195571,4200,"S.G.E. S.R.L.",,,"TRES ARROYOS 329",1706,"HAEDO","AR",,,,30619396975,9019291138
20241466,4200,"DSM NUTRITIONAL PRODUCTS MÉXICO,SA",,,"KM. 22.5 CARRETERA GUAD-EL SALTO",45680,"EL SALTO","MX",33614785814,"33 366 860 58",,"DNP010613GN4",
20195609,4200,"ALSINA PARKING S.R.L.","SN ARG",,"ALSINA 715",1091,"CAPITAL FEDERAL","AR",,,,30540064292,10826810
20195487,4200,"AUTORIDAD DEL AGUA","SN ARG",,"CALLE 5 N° 366",1900,"la plata","AR",,,,33707441319,
540000957,4200,"MONDOTTE CAROLINA","DAN ARG",,"PANAMERICANA Y GRAL SAVIO",1619,"Garin","AR",,,,27240302115,
20195159,4200,"INTERTRADE S.A.","SN ARG",,"PTE ROQUE SAENZ PENA 2032",3080,"ESPERANZA","AR","427 362",,,30641297727,9217481308
20195515,4200,"HUMAN STADIUM S.R.L.","SN ARG",,"MAIPU 1210 8 P",1006,"CAPITAL FEDERAL","AR",,,,30714755109,9016319903
20195525,4200,"ORTEGA CARLOS OMAR","SN ARG",,"LAVALLE 1459 DEPTO 37",1048,"CAPITAL FEDERAL","AR",,,,20202071032,
20195183,4200,"DE SPIERER CARLOS FABIAN Y GOMEZ RI","SN ARG",,"VEDIA 2289",1429,"CAPITAL FEDERAL","AR",,,,33712341489,
20195367,4200,"M E R C K S.A","SN ARG",,"TRONADOR 4890 P 5°",1430,"CAPITAL FEDERAL","AR",,0,,30503832565,9019137216
20195794,4200,"BRANDING MERCHANDISING S.A.","SN ARG",,"A. MOREAU DE JUSTO 1848 4° OF.26",1106,"CAPITAL FEDERAL","AR",,,,30691182548,9010327288
20195745,4200,"CASIBA S.A.","SN ARG",,"AV. MITRE 3976",1678,"CASEROS","AR",,,,30502893188,9028700273
20195375,4200,"MEDITECNA S.R.L.","SN ARG",,"CAMARONES 1720",1416,"CAPITAL FEDERAL","AR",,,,30661278354,
20195208,4200,"VALOT SA","SN ARG",,"MAURIN 6936 - POCITO ABERASTAIN",5429,"SAN JUAN","AR",,,,30603808238,9186500677
20195737,4200,"M.DODERO CIA. GRAL. DE SERVICIOS S.","SN ARG",,"A. PALACIOS 1339",1296,"CAPITAL FEDERAL","AR",3022746,,,30640500235,30640500235
20195557,4200,"CAMARA DE INDUSTR. DE PROD. ALIMENT","SN ARG",,"AV. L.N.ALEM 1067 P12 DTO.34",1001,"CAPITAL FEDERAL","AR",43121929,,,30526635988,
20194489,4200,"TELEFONICA DE ARGENTINA S.A.","SN ARG",,"DEFENSA 143 P.11",1065,"CAPITAL FEDERAL","AR",,,,30639453975,9019517749
20195735,4200,"FOOD CONTROL S A","SN ARG",,"S.DEL ESTERO 1154 P.B.",1075,"CAPITAL FEDERAL","AR",49568500,,,30628392869,9011880218
20195549,4200,"DAMIANICH Y SONS S.R.L.","SN ARG",,"CNEL.TEODORO GARCIA 1875/87",1704,"L.DEL MIRADOR","AR",,,,30658707090,9019908863
20195552,4200,"HADERNE RUBEN OSCAR","SN ARG",,"LAUTARO 646",1406,"CAPITAL FEDERAL","AR",,,,20041633604,9745734
20195734,4200,"GEARVEL S A I Y C","SN ARG",,"GENERAL HORNOS 1548",1272,"CAPITAL FEDERAL","AR",,,,30570044067,9019232213
20194827,4200,"CONTROL PARA LA INDUSTRIA SOCIEDAD","SN ARG",,"BAUNESS 2660",1431,"CAPITAL FEDERAL","AR",,,,30604479262,9019851400
20195554,4200,"LOBOV Y CIA S A","SN ARG",,"GIRADOT 135",1427,"CAPITAL FEDERAL","AR",,,,30541677220,9011709516
20194679,4200,"ADMINISTRACION NACIONAL DE ADUANAS","SN ARG",,"AZOPARDO 350",1107,"CAPITAL FEDERAL","AR",,,,30546676591,
20195211,4200,"HELLMANN WORLDWIDE LOGISTICS SA","SN ARG",,"RECONQUISTA 656",1003,"CAPITAL FEDERAL","AR",,,,30676589275,9011583217
20195218,4200,"GELHORN JUAN HUGO","SN ARG",,"JUAN RAMON ESTOMBA 725",1427,"CAPITAL FEDERAL","AR",,,,20160209888,9011599211
20194849,4200,"PREBECON SRL","SN ARG",,"TACUARI 761",1071,"CAPITAL FEDERAL","AR",,,,33638497129,76480703
20195759,4200,"MICROFILTER S.A.","SN ARG",,"CRISOLOGO LARRALDE 5430",1875,"CAPITAL FEDERAL","AR",,,,30660663270,
20195403,4200,"ALBERTO PASTORINO S.A.","SN ARG",,"ALSINA 440 1°P. OF. A, B Y C",1087,"CAPITAL FEDERAL","AR",,,,30529935850,53729902
20195762,4200,"DIVERSEY DE ARGENTINA S.A.","SN ARG",,"RECONQUISTA 360 P.6°",1003,"CAPITAL FEDERAL","AR",,,,30697276676,9010212425
20195407,4200,"UNIVERSAL CARGO S.R.L.","SN ARG",,"AV. BELGRANO 990 P.6º A",1092,"CAPITAL FEDERAL","AR",,,,30608991235,67856308
20195065,4200,"TECNOLOGIA ELECTRONICA SRL","SN ARG",,"MONTIEL 1336",1408,"CAPITAL FEDERAL","AR",46443030,,,30695445365,9011990744
20194519,4200,"SENSIENT COLORS S.A.","SN ARG",,"JOSE MARMOL 824",1236,"CAPITAL FEDERAL","AR",,,,30700951592,9010376888
20195226,4200,"UNIVERSIDAD DE BUENOS AIRES","SN ARG",,"CORRIENTES 2038",1053,"CAPITAL FEDERAL","AR",,,,30546666561,
20195793,4200,"SIGONLINE S.A.","SN ARG",,"CERRITO 1540 PISO 4",1010,"CAPITAL FEDERAL","AR",1544776697,,,30707208836,9010721826
20194537,4200,"RED SIS S.R.L.","SN ARG",,"HIPOLITO IRIGOYEN 1427",1089,"CAPITAL FEDERAL","AR",,,,30708902507,114766310
20195814,4200,"SERVICE INFORMATION TECHNOLOGY SRL","SN ARG",,"AV CORRIENTES 800 PISO 37 OF 101",1008,"CAPITAL FEDERAL","AR","011 5277 3555",,,33710239369,9012665323
20195808,4200,"DIRECCIONA SA","SN ARG",,"MAIPU 255 P.11",1084,"CAPITAL FEDERAL","AR",,,,30709935328,117064311
20194743,4200,"L&D COMPUTACION S.R.L","SN ARG",,"LOS PATOS 1686",1686,"HURLINGHAM","AR",46653316,46653316,,33710550269,9024685198
20195628,4200,"AMTRADE S.R.L.","SN ARG",,"LA HORQUETA 1176",1842,"MONTE GRANDE","AR",1144875200,1144873942,,30709082856,9028275253
20195453,4200,"NEXPROM S.A.","SN ARG",,"OLLEROS 2865 PB",1426,"CAPITAL FEDERAL","AR",,,,33708205759,90100640882
20194566,4200,"FRALI S.A.","SN ARG",,"LAVALLE 1118 2D",1048,"CAPITAL FEDERAL","AR",,,,30632219055,9011796511
20194756,4200,"DATA WIRE S.A.","SN ARG",,"AV VELEZ SARFIELD 1648",1285,"CAPITAL FEDERAL","AR","4 301 6169",,,30711217017,9015404109
20195457,4200,"BETTI MATIAS VALENTIN","SN ARG",,"SANCHEZ DE LORIA 593 P 3 DPTO 7",1173,"CAPITAL FEDERAL","AR",,,,20229443098,20229443098
20195290,4200,"ESTUDIO BAU & SOCIOS CONTADORES PUB","SN ARG",,"CARLOS PELLEGRINI 1135",1009,"CAPITAL FEDERAL","AR",,,,30711955921,9015764289
20195135,4200,"ZETTALAN S.A.","SN ARG",,"PIEDRAS 338 PISO 1 OFICINA 10",1170,"CAPITAL FEDERAL","AR","5411 53658966",,,30712114084,9015790159
20195411,4200,"SEGUROS SURA S.A","SN ARG",,"ALSINA 756",1056,"CAPITAL FEDERAL","AR",,,,30500000127,9019171572
540001026,4200,"PRADO EMILIANO ARIEL","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,20302514330,
540001028,4200,"GOMEZ GUSTAVO JAVIER","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,20163161827,
540001032,4200,"ALIFANO GLADYS BEATRIZ","DAN ARG",,"AV. GRAL. SALVIO Y PANAMERICANA",1619,"Garin","AR",,,,27215901748,
540001104,4200,"DAPENA MARTIN","DAN ARG",,"TERRADA 4391 PB B",1419,"CAPITAL FEDERAL","AR",,,,23319260919,
540001109,4200,"BERTELLO INES","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,27379324865,
540001110,4200,"MATTSON FEDERICO","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,20363311327,
10000477,4200,"BLEDINA","DUPLICATIO","BP 432","383 RUE PHILIPPE HERON",69654,"VILLEFRANCHE SUR SAONE","FR","04 74 62 63 64","04 74 60 63 32",,,
10006283,4200,"DANONE BABY NUTRITION COLOMBIA","HO GOLDEN",,"Cr 7 155C - 30 Piso 28 Torre E Nor",,"BOGOTA","CO",,,,,
10000006,4200,"DANONE SA","HO GOLDEN",,"17 RUE DES DEUX GARES",92500,"RUEIL MALMAISON","FR","33 1 49 48 51 30","33 1 49 48 57 36","FR27552032534",55203253400646,
20251868,4200,"CHEMICAL CENTER S R L",65559,,"FRANCIA 4755",1605,"MUNRO","AR",,,,30654560354,"901-979322-"
20201589,4200,"EL DORADO SOCIEDAD ANONIMA",,,"RUTA 34 KM.44",2142,"SALTO GRANDE","AR",494280,,,30617907530,9217571725
20195090,4200,"EMPRESAS DE SERVICIOS INTEGRALES TE",,,"PTE LUIS SAENZ PEÑA 1268",1135,"CAPITAL FEDERAL","AR",43616894,43044103,,30648155324,9010513480
20195044,4200,"JENCK S.A.",,,"CIUDAD DE LA PAZ 583",1426,"CAPITAL FEDERAL","AR",,,,30632884385,9019463201
20209502,4200,"KINDERLAND JUGUETES S.A.","DAN ARG",,"ALVARADO 478",1704,"BUENOS AIRES","AR",44647217,,,30710655479,30710655479
20194710,4200,"MAQUINARIAS F.B. S.R.L.",,,"POZNAN 932",1665,"JOSE C PAZ","AR",,,,33707365159,9027816961
20250885,4200,"MEDINA CARLOS MATIAS",83997,,"SANTA CLARA 1829",6700,"LUJAN","AR",,,,20277976650,"20-27769766"
20286377,4200,"INGENIERIA ROGANN SRL","SN ARG",,"BME. MITRE 1221 - 7MO B",1036,"CIUDAD AUTONOMA BUENOS AIRES","AR",,,,30624252302,
20286384,4200,"PEZCON SRL","SN ARG",,"LOS CEREZOS 1368",1625,"ESCOBAR","AR",4493679,,,30709830240,
20202243,4200,"ETHICS COMPUTERIZED DIAGNOSTIC SYST",,,"BAR KOCHVA 23",5126015,"BNEI BRAK","IL",36161111,,,,
20255972,4200,"GRIZZLY S TRAVEL AGENCY SA","SN ARG",,"SAN MARTIN 523 3ª E",1004,"CAPITAL FEDERAL","AR",1152637898,,,30612486960,30612486960
20230221,4200,"ALURRALDE JASPER S.A.","SN ARG",,"AV CALLAO 1046 P 4",1023,"CAPITAL FEDERAL","AR",52786800,,,30696859988,9010775936
20195273,4200,"GRAFICA FUTURA S.A.","SN ARG",,"HIPOLITO YRIGOYEN 4059",1208,"CAPITAL FEDERAL","AR","4 958 0022",,,30707913602,107483707
20202189,4200,"NEOLOGICS SRL","SN ARG",,"AV CASEROS 3350 9B",1293,"CAPITAL FEDERAL","AR",51997900,,,30708197811,9012143418
20101562,4200,"KYOWA HAKKO USA","KYOWA HAKK",,"10016 600 Third Avenue, 19th floor",600618,"New York","US",,,,,0
20202051,4200,"COMPANY MTA S.A.","SN ARG",,"DEFENSA 1126",1065,"CAPITAL FEDERAL","AR",,,,30710480520,
20251410,4200,"GASPES JUDITH","SN ARG",,"SAN MARTIN 3995",8400,"BARILOCHE","AR",,,,27182118651,"27-18211865"
20286930,4200,"LENOVO ARGENTINA SRL","SN ARG",,"AVDA. DEL LIBERTADOR 7208 6°PISO",1429,"CAPITAL FEDERAL","AR",49395168,,,30714731382,
20251438,4200,"SUCARRAT MARIA JOSE","SN_ARG",,"MOLDES 3021",1429,"CAPITAL FEDERAL","AR",,,,27227828957,
20279358,4200,"REYNOLDS GUSTAVO","SN ARG",,"MORENO 877",1078,"CAPITAL FEDERAL","AR",1138616930,,,20132351504,20132351504
20195401,4200,"PLAYA CONSTRUCCIONES S.R.L.",,,"JULIAN QUINTANA 69",7130,"CHASCOMUS","AR",425815,,,30633820488,"30B94633820"
20195604,4200,"TECNOCONSULT S.A.",,,"LOTE 492-493 S/N",7130,"CHASCOMUS","AR",420046,,,30708901292,9028234093
20290016,4200,"GREENTEC ARGENTINA SRL","SN ARG",,"CULPINA 522 PISO B",1406,"CIUDAD AUTONOMA BUENOS AIRES","AR",52632315,,,30714462934,
20276424,4200,"FEDERATION OF MIGROS COOPERATIVES","SQTS",,"Gruenaustrasse 2",8953,"Dietikon","AR",41585771080,,"CHE-105.829.940",,
20290077,4200,"WASSERBERG S.A.C.I.F. E I.","SN ARG",,"ZABALA 3837",1427,"CAPITAL FEDERAL","AR",45511430,,,30548105583,
20195577,4200,"BARTRADE SOCIEDAD DE RESPONSABILIDA",,,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,30701829650,100682208
20290088,4200,"GUMMA SRL","SN ARG",,"MONROE 5873",1431,"CAPITAL FEDERAL","AR",45711551,,,30637253154,
20195870,4200,"IR. Y EM S.A.","SN ARG",,"AV. RIVADAVIA 20532",1712,"CASTELAR","AR",,,,33712021859,33712021859
440011276,4200,"YELICH, RICARDO",,,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,20283411649,
20276449,4200,"OSDE FILIAL METROPOLITANA","DAN ARG",,"BELGRANO 827",5500,"MENDOZA","AR",,,,30546741253,30707013431
20276154,4200,"OPDEA","DAN ARG",,"IRIGOYEN BERNARDO DE 546",1072,"CABA","AR",,,,33548335359,33548335335
20244450,4200,"ATILRA","DAN ARG",,"BERLIN 50",1002,"LONGCHAMPS","AR",,,,34533771795,
20194550,4200,"CGA CONSULTORES EN GESTION AMBIENTA","SN ARG",,"TTE GRAL JUAN D PERON 725 PISO 07",1038,"CAPITAL FEDERAL","AR",1143271978,,,30686240130,9010311871
20276145,4200,"AFIANZADORA LATINOAMERICANA COMPAÑÍ","SN ARG",,"25 DE MAYO 81 PISO 4",1002,"CAPITAL FEDERAL","AR",43312320,,,30709187941,9012112005
20209643,4200,"GOBIERNO DE LA CIUDAD DE BS AS","DAN ARG",,"RIVADAVIA 524",1002,"CAPITAL FEDERAL","AR",,,,34999032089,
20217824,4200,"BANCO DE LA PROVINCIA DE BS AS","DAN ARG",,"BARTOLOME MITRE 457",1036,"CAPITAL FEDERAL","AR",,,,33999242109,
20292733,4200,"JLA ARGENTINA S.A.","SN ARG",,"AV ITALIA 1150",5809,"GENERAL CABRERA","AR",,,,30684013609,
20279485,4200,"DISPROFARMA S.A.","SN ARG",,"AV CASTAÑARES 3222",1406,"CAPITAL FEDERAL","AR",,,,30589508072,"901-910836-"
20213388,4200,"CENCOSUD S A","SN ARG",,"Parana 3617",1640,"MARTINEZ","AR",47331000,,,30590360763,"902-939587-"
20090116,4200,"NATUREX","FOUACHAT",,"250 RUE DE PIERRE BAYLE",84911,"AVIGNON CEDEX 9","FR",33490239689,33490237340,"FR47384093563",38409356300029,
20250472,4200,"AMPIL",,,"BERLIN 50",1002,"LONGCHAMPS","AR",,,,30589957837,
20291716,4200,"MONASTERIO TATTERSALL S.A.","SN ARG",,"RIVADAVIA 97",6555,"DAIREAUX","AR",43431856,,,33506942069,33506942069
20293735,4200,"ASYTEC ASCENSORES S.R-L","SN ARG",,"AV LOS QUILMES 902",1874,"BERNAL","AR",1143880038,,,30710720475,
20280226,4200,"FULL CONGRESS DIVISION TURISMO S.R.","SN ARG",,"ESMERALDA 920 P 28 OFICINA 05",1007,"CAPITAL FEDERAL","AR",1170780500,,,33710787439,"1182996-06"
20291736,4200,"MEDIBACARE SA","SN ARG",,"LAVALLE 362 3°",1047,"CAPITAL FEDERAL","AR",52191784,,,30715821059,
20290462,4200,"GYMPASS S.A.S.","DAN ARG",,"ARROYO 880 PISO 2",1007,"CIUDAD AUTONOMA BUENOS AIRES","AR",5511958624825,,,30715754262,
20217825,4200,"BANCO SANTANDER RIO","DAN ARG",,"BARTOLOME MITRE 480",1036,"CAPITAL FEDERAL","AR",43413126,,,30500008454,
20294721,4200,"TACCO CALPINI SA","SN ARG",,"SUIPACHA 207 PISO:2 DPTO:210",1008,"CAPITAL FEDERAL","AR",,,,30663271985,
20293877,4200,"BENCARDINO HERNAN SANTIAGO","SN_ARG",,"GOB VALENTÍN VERGARA 2284 4TO B",1602,"FLORIDA","AR",1153890270,,,20211048744,
20280293,4200,"FREE AGENCY BTL SRL","SN ARG",,"AV. REGIMIENTO DE PATRICIOS 176",1265,"CAPITAL FEDERAL","AR",43004422,,,30714148369,11111
20295212,4200,"PELLEGATA NOELIA LILIANA CARMEN","SN ARG",,"MORENO 877",1041,"CAPITAL FEDERAL","AR",,,,27256880267,
20295312,4200,"BIOINGEPRO S.R.L.","SN ARG",,"AV. ALVAREZ THOMAS 198 PISO 4 OFICI",1427,"CAPITAL FEDERAL","AR","11 3138 3232",,,30709715980,
20291809,4200,"MARIA MAGDALENA SERRANO","SN ARG",,"ROOSEVELT 2229 1ER PISO",1428,"CIUDAD AUTONOMA BUENOS AIRES","AR",1549700880,,,27231243165,27231243165
20195560,4200,"OFFICENET S.A.","SN ARG",,"Carlos Pellegrini N° 887",1009,"CAPITAL FEDERAL","AR",,,,33692148229,9011916819
20297230,4200,"SABELLA S.R.L","SN ARG",,"AVELINO DÍAZ 2150",1406,"CAPITAL FEDERAL","AR",,,,30715214241,
20252747,4200,"XENOBIOTICOS S R L","SN ARG",,"AV. ALBARELLOS 2627",1419,"CAPITAL FEDERAL","AR",,,,33657603509,"901-985317-"
20294194,4200,"CANO ROSA GRACIELA","SN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,27062045332,
20217104,4200,"FUNDACION DANONE","SN ARG",,"MORENO 877",1091,"C.A.B.A","AR",0,,,30710185006,
20194527,4200,"TESTO ARGENTINA S.A","SN_ARG",,"YERBAL 5266 4to Piso",1407,"Capital Federal","AR",,,,30708031891,9010600150
20252845,4200,"UNISYS SUDAMERICANA SRL","SN ARG",,"AV ALICIA MOREAU DE JUSTO 270 PISO1",1107,"CAPITAL FEDERAL","AR",,,,34525505539,"901-917273-"
20297939,4200,"HUGO MIGUEL CLEMEUR","SN ARG",,"ESTADOS UNIDOS 2882",1227,"CABA","AR",1158379449,,,20129691078,
20298163,4200,"PERFIMAC S.R.L.","SN ARG",,"ROBERTO LAGE 1035 DPTO 3",1674,"SAENZ PEÑA","AR",,,,30714252808,
20194711,4200,"PORCIO GABRIELA ALEJANDRA","SN ARG",,"REMEDIOS DE ESCALADA 7280 -",1682,"MARTIN CORONADO","AR",1561413360,,,27265661683,107222406
20298817,4200,"PACKSOL S.R.L.","SN ARG",,"DABOVE 563",1712,"CASTELAR","AR","011 44894620",,,30708264845,
20282751,4200,"MAZZONI BARBARA","SN_ARG",,"LAVALLE 1206 3",1084,"CAPITAL FEDERAL","AR",43823990,,,27283258195,
20252710,4200,"PROMOVER PREVISIONAL SAS","SN ARG",,"TUCUMAN 1441",1045,"CABA","AR",,,,30715956019,"1548357-06"
20298567,4200,"EAP LATINA CORPORATION S.A.","DAN UY",,"RECONQUISTA 199",1003,"CAPITAL FEDERAL","AR",,,,30710814232,
20322062,4200,"ALGEIBA DEV SOLUTIONS","SN ARG",,"PARANA 771",1017,"CAPITAL FEDERAL","AR","11 39885519",,,30716484757,
20299133,4200,"XLS SOFTWARE S.A.","SN_ARG",,"GRECIA 4474 PISO 4 DPTO E",1429,"CAPITAL FEDERAL","AR","911 62467474",,,30716778211,
20300106,4200,"LATIN AMERICA POSTAL S.A","SN ARG",,"CHACABUCO 1580",1140,"CAPITAL FEDERAL","AR","4300 3100",,,30663150614,
20300574,4200,"SERVICIO GEOLOGICO MINERO ARGENTINO","SN ARG",,"AVDA GRAL PAZ 5445 ED 14 PREDIO INT",1425,"SAN MARTIN","AR",,,,30686314428,
20300591,4200,"CONSEJO PROFESIONAL DE INGENIERIA Q","SN ARG",,"AV JULIO A ROCA 584 - PISO 6",1067,"CIUDAD AUTONOMA DE BUENOS AIRES","AR",1125233561,,,30592568124,
20291036,4200,"APKARIAN SABRINA PAOLA","SN ARG",,"AZARA 140 PISO 5 CABA",1267,"CAPITAL FEDERAL","AR",0,,,27268873304,
20195198,4200,"EDENRED ARGENTINA SOCIEDAD ANONIMA","SN_ARG",,"ALFEREZ H BOUCHARD 4169-4191 PISO 7","B1605BNA","MUNRO","AR",1161716754,,,30623608677,9019386513
20252523,4200,"ZETECH S.A.","DAN ARG",,"AV ESTADO DE ISRAEL 4744",1185,"CAPITAL FEDERAL","AR",,,,30712207627,"30-71220762"
20300956,4200,"SOCIEDAD DE BOMBEROS VOLUNTARIOS","SN ARG",,"SAN LUIS 3777",1619,"GARIN","AR",3484473992,,,30667682858,
20217105,4200,"INGENIA CONTROL SRL","SN ARG",,"LANIN 174",1274,"CAPITAL FEDERAL","AR",,,,30715811312,
20301142,4200,"SIEMENS INDUSTRIAL","SN ARG",,"JULIAN SEGUNDO AGUERO 2830",1605,"MUNRO","AR",,,,33716578939,
20214209,4200,"BW COMUNICACIÓN INTERNA S.R.L.","SN ARG",,"AV CABILDO 666",1426,"CAPITAL FEDERAL","AR",53659666,,,30708679964,
20214540,4200,"FARLEYGREENE LIMITED","FARLEYGREE",,"SN Greywell Road, Hatch Indu","RG24 7NG","Mapledurwell","GB",,,,,
20301465,4200,"JM ORIBE COMUNICACIONES SRL","SN ARG",,"LARREA 1042 PISO 5 C",1117,"CAPITAL FEDERAL","AR",1554120205,,,30716675978,
20251556,4200,"SANCOR COOPERATIVA DE SEGUROS LTDA","SN ARG",,"KM 257 RUTA NACIONAL N° 34",2322,"SUNCHALES","AR",,,,30500049460,"92130-50004"
540001295,4200,"REGES BARBARA ESTEFANIA",,,"Av Panamericana y Gral Savio",1619,"GARIN","AR",,,,27398109495,
20328887,4200,"AUCATEK SRL","SN ARG",,"LAURENA FERRARI 919",1684,"EL PALOMAR","AR",1151911500,,,30709467340,
